epoch,train_loss,val_loss,lr,best_val_loss_so_far
0,0.034582074731588364,0.03656059456989169,0.0,inf
1,0.03204895183444023,0.03506283415481448,2e-09,0.03656059456989169
2,0.03244039905257523,0.03266608924604952,4e-09,0.03506283415481448
3,0.033090310636907816,0.03565954277291894,6.000000000000001e-09,0.03266608924604952
4,0.033717438112944365,0.033307796344161034,8e-09,0.03266608924604952
5,0.03236558730714023,0.03205468854866922,1e-08,0.03266608924604952
6,0.03155935159884393,0.03428462822921574,1.2000000000000002e-08,0.03205468854866922
7,0.030702885007485747,0.029814284294843674,1.4000000000000001e-08,0.03205468854866922
8,0.030712947715073824,0.03264588629826903,1.6e-08,0.029814284294843674
9,0.03141961642540991,0.031105803092941642,1.8000000000000002e-08,0.029814284294843674
10,0.030053048627451062,0.0336206613574177,2e-08,0.029814284294843674
11,0.03482012264430523,0.03198133362457156,2.2000000000000002e-08,0.029814284294843674
12,0.033073912374675274,0.03155691712163389,2.4000000000000003e-08,0.029814284294843674
13,0.03134133969433606,0.0322409151121974,2.6000000000000005e-08,0.029814284294843674
14,0.02887948276475072,0.032528347335755825,2.8000000000000003e-08,0.029814284294843674
15,0.029678010614588857,0.03025099798105657,3.0000000000000004e-08,0.029814284294843674
16,0.033613504376262426,0.029837761539965868,3.2e-08,0.029814284294843674
17,0.02970872586593032,0.030874367337673903,3.4e-08,0.029814284294843674
18,0.030078709591180086,0.030002382351085544,3.6000000000000005e-08,0.029814284294843674
19,0.027782211313024163,0.029839052818715572,3.8e-08,0.029814284294843674
20,0.03080972866155207,0.030249565839767456,4e-08,0.029814284294843674
21,0.030037503456696868,0.03086574748158455,4.2e-08,0.029814284294843674
22,0.02868777047842741,0.03098614769987762,4.4000000000000004e-08,0.029814284294843674
23,0.029804357327520847,0.029525732854381204,4.6e-08,0.029814284294843674
24,0.029275478329509497,0.029037311673164368,4.8000000000000006e-08,0.029525732854381204
25,0.027136893244460225,0.02905120188370347,5e-08,0.029037311673164368
26,0.027586983051151037,0.02817321615293622,5.200000000000001e-08,0.029037311673164368
27,0.02864040993154049,0.028148127486929297,5.4e-08,0.02817321615293622
28,0.02910202369093895,0.026486185379326344,5.6000000000000005e-08,0.028148127486929297
29,0.024983842857182026,0.027359556406736374,5.8e-08,0.026486185379326344
30,0.02808263059705496,0.027660890482366085,6.000000000000001e-08,0.026486185379326344
31,0.026965869357809424,0.028622218407690525,6.2e-08,0.026486185379326344
32,0.025426215957850218,0.02716562757268548,6.4e-08,0.026486185379326344
33,0.026440398069098592,0.025799159659072757,6.600000000000001e-08,0.026486185379326344
34,0.027428708970546722,0.02496651839464903,6.8e-08,0.025799159659072757
35,0.026466979645192623,0.029881888069212437,7e-08,0.02496651839464903
36,0.02668837388046086,0.025067830691114068,7.200000000000001e-08,0.02496651839464903
37,0.024863419821485877,0.02582314796745777,7.400000000000001e-08,0.02496651839464903
38,0.02712619141675532,0.024843071587383747,7.6e-08,0.02496651839464903
39,0.02690210030414164,0.024269252317026258,7.800000000000001e-08,0.024843071587383747
40,0.026367616606876254,0.024106558645144105,8e-08,0.024269252317026258
41,0.026967817917466164,0.026051761116832495,8.2e-08,0.024106558645144105
42,0.024894924368709326,0.02369550196453929,8.4e-08,0.024106558645144105
43,0.024716006824746728,0.02341282507404685,8.6e-08,0.02369550196453929
44,0.024161123437806964,0.02262827311642468,8.800000000000001e-08,0.02341282507404685
45,0.023489231942221522,0.02394199138507247,9.000000000000001e-08,0.02262827311642468
46,0.024110692786052823,0.024318449199199677,9.2e-08,0.02262827311642468
47,0.025368774076923728,0.023952256189659238,9.400000000000001e-08,0.02262827311642468
48,0.02391432225704193,0.024674525717273355,9.600000000000001e-08,0.02262827311642468
49,0.023695835378021002,0.023297690087929368,9.800000000000002e-08,0.02262827311642468
50,0.021619191160425544,0.02350897970609367,1e-07,0.02262827311642468
51,0.024745792616158724,0.02269714488647878,1.0200000000000001e-07,0.02262827311642468
52,0.024839671095833182,0.021955883828923106,1.0400000000000002e-07,0.02262827311642468
53,0.024602970806881785,0.02182584465481341,1.0600000000000002e-07,0.021955883828923106
54,0.023574363673105836,0.02183585474267602,1.08e-07,0.02182584465481341
55,0.023136513540521264,0.022656827699393034,1.1e-07,0.02182584465481341
56,0.02309171948581934,0.022595670772716403,1.1200000000000001e-07,0.02182584465481341
57,0.022443991852924228,0.020809926325455308,1.1400000000000001e-07,0.02182584465481341
58,0.022345775505527854,0.022339540999382734,1.16e-07,0.020809926325455308
59,0.021560306660830975,0.019852278288453817,1.1800000000000001e-07,0.020809926325455308
60,0.021688513224944472,0.020529130124486983,1.2000000000000002e-07,0.019852278288453817
61,0.021495399298146367,0.021238294430077076,1.22e-07,0.019852278288453817
62,0.021214629523456097,0.01994273904711008,1.24e-07,0.019852278288453817
63,0.021106614964082837,0.020656257634982467,1.2600000000000002e-07,0.019852278288453817
64,0.022027042461559176,0.021174456807784736,1.28e-07,0.019852278288453817
65,0.0217802282422781,0.02044687862507999,1.3000000000000003e-07,0.019852278288453817
66,0.020768863148987293,0.0193477226421237,1.3200000000000002e-07,0.019852278288453817
67,0.02085451048333198,0.021424216451123357,1.34e-07,0.0193477226421237
68,0.021659620571881533,0.01965252065565437,1.36e-07,0.0193477226421237
69,0.019560668733902276,0.018951898673549294,1.3800000000000002e-07,0.0193477226421237
70,0.020251574576832354,0.01966615184210241,1.4e-07,0.018951898673549294
71,0.02049629297107458,0.019819213077425957,1.42e-07,0.018951898673549294
72,0.017816760344430804,0.01989999250508845,1.4400000000000002e-07,0.018951898673549294
73,0.01925141178071499,0.016808720072731376,1.46e-07,0.018951898673549294
74,0.01903516403399408,0.01877213770058006,1.4800000000000003e-07,0.016808720072731376
75,0.018501766258850694,0.01850490551441908,1.5e-07,0.016808720072731376
76,0.018501939135603607,0.01821941731031984,1.52e-07,0.016808720072731376
77,0.01830928772687912,0.017785029602237046,1.54e-07,0.016808720072731376
78,0.017820431385189295,0.017559053259901702,1.5600000000000002e-07,0.016808720072731376
79,0.018371822545304894,0.01805969316046685,1.58e-07,0.016808720072731376
80,0.018189358990639448,0.020254214527085423,1.6e-07,0.016808720072731376
81,0.017744829994626343,0.0188960914965719,1.6200000000000002e-07,0.016808720072731376
82,0.018218242097645998,0.01649701956193894,1.64e-07,0.016808720072731376
83,0.0167567158350721,0.018846292863599956,1.6600000000000003e-07,0.01649701956193894
84,0.017132789362221956,0.01720860367640853,1.68e-07,0.01649701956193894
85,0.017465045326389372,0.017165751196444035,1.7000000000000001e-07,0.01649701956193894
86,0.016029023565351963,0.01672538393177092,1.72e-07,0.01649701956193894
87,0.01641676086001098,0.017169858911074698,1.7400000000000002e-07,0.01649701956193894
88,0.017203099210746586,0.017990333726629615,1.7600000000000001e-07,0.01649701956193894
89,0.017003949615173042,0.017937492579221725,1.78e-07,0.01649701956193894
90,0.016315077780745924,0.016284562298096716,1.8000000000000002e-07,0.01649701956193894
91,0.015616640099324286,0.01626290357671678,1.8200000000000002e-07,0.016284562298096716
92,0.01738735765684396,0.017215021653100848,1.84e-07,0.01626290357671678
93,0.015061439364217222,0.015678490744903684,1.86e-07,0.01626290357671678
94,0.015626188134774566,0.01613854884635657,1.8800000000000002e-07,0.015678490744903684
95,0.015169188613072038,0.01555077952798456,1.9000000000000003e-07,0.015678490744903684
96,0.016459260135889053,0.01517486956436187,1.9200000000000003e-07,0.01555077952798456
97,0.01513509126380086,0.015695095411501825,1.9400000000000002e-07,0.01517486956436187
98,0.016141772153787315,0.015470719896256924,1.9600000000000003e-07,0.01517486956436187
99,0.01635314605664462,0.017459376249462366,1.98e-07,0.01517486956436187
100,0.015136256581172347,0.016061986447311938,2e-07,0.01517486956436187
101,0.016474731964990497,0.013794361148029566,2.02e-07,0.01517486956436187
102,0.013898767763748765,0.014791214023716748,2.0400000000000003e-07,0.013794361148029566
103,0.015832901233807206,0.014922170550562441,2.0600000000000002e-07,0.013794361148029566
104,0.015674018999561667,0.014637327403761446,2.0800000000000004e-07,0.013794361148029566
105,0.015111211338080466,0.014299420290626585,2.1000000000000003e-07,0.013794361148029566
106,0.014639127650298178,0.014103100984357297,2.1200000000000005e-07,0.013794361148029566
107,0.015069137560203671,0.014570493949577212,2.14e-07,0.013794361148029566
108,0.014356216881424189,0.01406271883752197,2.16e-07,0.013794361148029566
109,0.014404915156774223,0.013607158791273832,2.1800000000000002e-07,0.013794361148029566
110,0.013763769529759884,0.013439482660032809,2.2e-07,0.013607158791273832
111,0.013665484846569598,0.01360533619299531,2.2200000000000003e-07,0.013439482660032809
112,0.014929807162843645,0.014431393938139081,2.2400000000000002e-07,0.013439482660032809
113,0.013579550897702575,0.013536734273657203,2.2600000000000004e-07,0.013439482660032809
114,0.012499595410190523,0.013852004427462816,2.2800000000000003e-07,0.013439482660032809
115,0.01337155094370246,0.014157249825075269,2.3000000000000005e-07,0.013439482660032809
116,0.01484329265076667,0.012571982340887189,2.32e-07,0.013439482660032809
117,0.014048996730707586,0.01480381703004241,2.34e-07,0.012571982340887189
118,0.012394858757033944,0.013207984040491283,2.3600000000000002e-07,0.012571982340887189
119,0.013727072160691023,0.012587979668751359,2.3800000000000001e-07,0.012571982340887189
