epoch,from_history_train,from_history_val
1,0.04386792891,0.04449770274
2,0.0443965611,0.04409773787
3,0.04088713601,0.04175693169
4,0.04280553106,0.04258815246
5,0.04123924859,0.0403196197
6,0.04242693353,0.04021335719
7,0.04140339512,0.04216480255
8,0.04156110482,0.04074800573
9,0.04138828116,0.03921066131
10,0.04044280294,0.03918661596
11,0.03965447797,0.03933105757
12,0.03899577959,0.03765217727
13,0.04113499913,0.03481165529
14,0.03879778739,0.03694161447
15,0.03427702305,0.03753025318
16,0.03557420801,0.03546611592
17,0.03868029034,0.03382228059
18,0.03474068874,0.03591379384
19,0.03694146476,0.03698522411
20,0.03498769295,0.03565460863
21,0.03299093316,0.03444817127
22,0.03635162814,0.03418819769
23,0.03471573396,0.03206545417
24,0.03329049936,0.03165518609
25,0.03394449875,0.03250926873
26,0.03202028153,0.0313993576
27,0.03252604953,0.02997954306
28,0.03170045465,0.03002583724
29,0.03175034118,0.03049060586
30,0.03146440675,0.02962024626
31,0.02937560412,0.03014148073
32,0.02964578429,0.02734232321
33,0.02888929704,0.02666302049
34,0.02852346865,0.02788097062
35,0.02825001627,0.02663982986
36,0.02613929729,0.02639105846
37,0.02549690334,0.02599107381
38,0.02754328703,0.02763240319
39,0.0260600925,0.02589583094
40,0.02614218765,0.02527309209
41,0.02544130571,0.02541225869
42,0.02574270614,0.02554150322
43,0.02537041018,0.02460918808
44,0.0234739806,0.02356899087
45,0.02419983363,0.02530656219
46,0.02449038019,0.02449891367
47,0.02383132046,0.02160303621
48,0.0229040808,0.0225808043
49,0.02275446244,0.02307737037
50,0.02288424876,0.02161159203
51,0.02342186146,0.02241022373
52,0.02190654702,0.02028225944
53,0.02297829674,0.02086970233
54,0.02069427376,0.02165300748
55,0.02233590349,0.0203349737
56,0.02059355774,0.02065702225
57,0.02156848367,0.02111230325
58,0.02089842665,0.020050338
59,0.01887211367,0.01921236329
60,0.0212835311,0.01875796914
61,0.02052533091,0.01837306679
62,0.01966342027,0.01797372592
63,0.01893959148,0.01803556085
64,0.0198736242,0.01839020662
65,0.01867327909,0.0175388027
66,0.01710890618,0.017477741
67,0.01811643969,0.01771607925
68,0.01785741164,0.01686958992
69,0.01787504437,0.01794614294
70,0.01707956335,0.01708930067
71,0.01742949197,0.01665675058
72,0.01739738067,0.01674245461
73,0.01708500856,0.01597020158
74,0.0171632478,0.016208268
75,0.01610547095,0.01703469618
76,0.01631039637,0.01562151208
77,0.01639863767,0.01601712778
78,0.01631623402,0.01602953509
79,0.01627142518,0.01567887503
80,0.01572988345,0.01547254028
81,0.01624281274,0.01495566615
82,0.0163259781,0.01523552183
83,0.01549226814,0.01488882862
84,0.01525726949,0.01602743554
85,0.016047135,0.0153076672
86,0.01467821724,0.01559228415
87,0.01441408985,0.01452367101
88,0.01561103167,0.01485776308
89,0.01521234866,0.01445440704
90,0.01506133296,0.01480227325
91,0.01543702686,0.01417648792
92,0.01490421535,0.01445819449
93,0.01528868347,0.01450106129
94,0.01554806344,0.01448743371
95,0.01539317879,0.01462868846
96,0.01440832799,0.01464979094
97,0.01438363304,0.014298214
98,0.0147973944,0.01421633898
99,0.01390373101,0.0137692428
100,0.01414387033,0.01395573025
101,0.01361836982,0.01310108206
102,0.01429438475,0.01368834113
103,0.01463175181,0.01326189912
104,0.01373347826,0.01346715877
105,0.01403196319,0.01304749411
106,0.01404550974,0.01332986844
107,0.01375310146,0.01348061627
108,0.01350769622,0.01382332447
109,0.01403690572,0.01313474705
110,0.01345541177,0.0127856672
111,0.01351423981,0.01290636614
112,0.01276396425,0.01341615326
113,0.01349711581,0.01320558134
114,0.01315773372,0.01251527271
115,0.0128823726,0.01318088977
116,0.01353941497,0.01298629632
117,0.01327971136,0.01244335028
118,0.01358339284,0.01227548765
119,0.01311245165,0.0124881051
120,0.01272406103,0.01252793858
121,0.01351924567,0.01158980117
122,0.01226200711,0.01268068317
123,0.01233989676,0.01118810161
124,0.01227618463,0.01258847222
125,0.01175741141,0.01190108655
126,0.01294923772,0.01236819138
127,0.01237397525,0.01214902312
128,0.0119030783,0.01187338715
129,0.01225929498,0.01251833129
130,0.01314091298,0.0115658798
131,0.0122646977,0.01175814588
132,0.01245656237,0.0120283931
133,0.01256186108,0.01194379106
134,0.011848027,0.01185125229
135,0.01242693909,0.01102006377
136,0.0117741042,0.01149055769
137,0.01241512969,0.01198850549
138,0.01149433036,0.01183267508
139,0.01206777419,0.01108246623
140,0.01151010557,0.0110499087
141,0.01157541608,0.01073771995
142,0.0116283847,0.01129394153
143,0.01117456052,0.01086638914
144,0.01147153042,0.01066852338
145,0.01200494519,0.01110397803
146,0.01150894188,0.01130408654
147,0.01117732353,0.01074991853
148,0.0115163005,0.01075473591
149,0.01138963865,0.01146075549
150,0.01129161438,0.01071014709
151,0.0112649044,0.01109526679
152,0.01137052604,0.01058245555
153,0.01084160677,0.01057373546
154,0.01138086454,0.01098567608
155,0.01124691567,0.01084761415
156,0.01117688091,0.01065535611
157,0.01093742729,0.01068757242
158,0.01170129853,0.01027500082
159,0.01105221699,0.01066109072
160,0.01131470199,0.01054483524
161,0.01081753743,0.01069246384
162,0.01066910208,0.01012677327
163,0.01078912418,0.0104506755
164,0.01067861798,0.01031014835
165,0.01072017534,0.01000878413
166,0.01089355,0.01048923074
