epoch,train_loss,val_loss,test_loss,lr,best_val_loss_so_far
0,0.0438679289072752,0.04449770273640752,0.045390188694000244,0.0,inf
1,0.04439656110480428,0.04409773787483573,0.0451363418251276,2e-09,0.04449770273640752
2,0.04088713601231575,0.04175693169236183,0.04446493089199066,4e-09,0.04409773787483573
3,0.042805531062185764,0.04258815245702863,0.040347847156226635,6.000000000000001e-09,0.04175693169236183
4,0.04123924858868122,0.040319619700312614,0.041792144533246756,8e-09,0.04175693169236183
5,0.04242693353444338,0.04021335719153285,0.04054486844688654,1e-08,0.040319619700312614
6,0.041403395123779774,0.04216480255126953,0.042999958619475365,1.2000000000000002e-08,0.04021335719153285
7,0.04156110482290387,0.040748005732893944,0.04219140112400055,1.4000000000000001e-08,0.04021335719153285
8,0.041388281155377626,0.03921066131442785,0.04259002348408103,1.6e-08,0.04021335719153285
9,0.04044280294328928,0.03918661596253514,0.039029853884130716,1.8000000000000002e-08,0.03921066131442785
10,0.0396544779650867,0.03933105757459998,0.04069739021360874,2e-08,0.03918661596253514
11,0.03899577958509326,0.03765217727050185,0.03802360547706485,2.2000000000000002e-08,0.03918661596253514
12,0.04113499913364649,0.03481165529228747,0.03900310304015875,2.4000000000000003e-08,0.03765217727050185
13,0.03879778739064932,0.03694161446765065,0.03781401086598635,2.6000000000000005e-08,0.03481165529228747
14,0.03427702304907143,0.03753025317564607,0.037876944057643414,2.8000000000000003e-08,0.03481165529228747
15,0.03557420801371336,0.035466115921735764,0.03565836837515235,3.0000000000000004e-08,0.03481165529228747
16,0.03868029033765197,0.033822280587628484,0.03735555522143841,3.2e-08,0.03481165529228747
17,0.03474068874493241,0.035913793835788965,0.03777650371193886,3.4e-08,0.033822280587628484
18,0.03694146475754678,0.03698522411286831,0.03503597038798034,3.6000000000000005e-08,0.033822280587628484
19,0.03498769295401871,0.03565460862591863,0.03666103957220912,3.8e-08,0.033822280587628484
20,0.03299093316309154,0.03444817126728594,0.03400731924921274,4e-08,0.033822280587628484
21,0.03635162813588977,0.03418819769285619,0.03519174177199602,4.2e-08,0.033822280587628484
22,0.03471573395654559,0.03206545417197049,0.033065220108255744,4.4000000000000004e-08,0.033822280587628484
23,0.03329049935564399,0.03165518608875573,0.03474862710572779,4.6e-08,0.03206545417197049
24,0.033944498747587204,0.03250926872715354,0.03230235702358186,4.8000000000000006e-08,0.03165518608875573
25,0.03202028153464198,0.031399357598274946,0.03165571624413133,5e-08,0.03165518608875573
26,0.032526049530133605,0.02997954306192696,0.03107791766524315,5.200000000000001e-08,0.031399357598274946
27,0.03170045465230942,0.030025837244465947,0.03248170088045299,5.4e-08,0.02997954306192696
28,0.03175034117884934,0.030490605859085917,0.028905796352773905,5.6000000000000005e-08,0.02997954306192696
29,0.03146440675482154,0.029620246263220906,0.02902749157510698,5.8e-08,0.02997954306192696
30,0.029375604121014476,0.03014148073270917,0.02981621096841991,6.000000000000001e-08,0.029620246263220906
31,0.02964578429237008,0.02734232321381569,0.029275040375068784,6.2e-08,0.029620246263220906
32,0.028889297042042017,0.0266630204860121,0.02891706977970898,6.4e-08,0.02734232321381569
33,0.02852346864528954,0.027880970621481538,0.02683308534324169,6.600000000000001e-08,0.0266630204860121
34,0.028250016272068024,0.026639829855412245,0.0284762738738209,6.8e-08,0.0266630204860121
35,0.026139297289773822,0.026391058461740613,0.029272333486005664,7e-08,0.026639829855412245
36,0.025496903341263533,0.025991073809564114,0.028871441492810845,7.200000000000001e-08,0.026391058461740613
37,0.027543287025764585,0.027632403187453747,0.027787896804511547,7.400000000000001e-08,0.025991073809564114
38,0.02606009249575436,0.025895830942317843,0.02713045757263899,7.6e-08,0.025991073809564114
39,0.02614218764938414,0.025273092091083527,0.02607258642092347,7.800000000000001e-08,0.025895830942317843
40,0.025441305711865425,0.025412258692085743,0.02579163108021021,8e-08,0.025273092091083527
