epoch,train_loss,val_loss,test_loss,lr,best_val_loss_so_far
0,0.040913477540016174,0.04000026918947697,0.040165762417018414,0.0,inf
1,0.04063719371333718,0.03859178815037012,0.04017274174839258,2e-09,0.04000026918947697
2,0.04195544123649597,0.040380965918302536,0.04017507564276457,4e-09,0.03859178815037012
3,0.0398942306637764,0.03848833357915282,0.039682313334196806,6.000000000000001e-09,0.03859178815037012
4,0.041271012742072344,0.03633684082888067,0.037407985888421535,8e-09,0.03848833357915282
5,0.03790152305737138,0.036321007180958986,0.03793292213231325,1e-08,0.03633684082888067
6,0.03858981095254421,0.03603434516116977,0.03751257760450244,1.2000000000000002e-08,0.036321007180958986
7,0.034256411250680685,0.035844900412485003,0.037394206039607525,1.4000000000000001e-08,0.03603434516116977
8,0.03763710893690586,0.035876228008419275,0.03576532774604857,1.6e-08,0.035844900412485003
9,0.03537972271442413,0.03412552643567324,0.034085745457559824,1.8000000000000002e-08,0.035844900412485003
10,0.035176970763131976,0.032994108740240335,0.03602840192615986,2e-08,0.03412552643567324
11,0.03350385255180299,0.03324990626424551,0.034496450796723366,2.2000000000000002e-08,0.032994108740240335
12,0.03532178420573473,0.03286997484974563,0.035101398127153516,2.4000000000000003e-08,0.032994108740240335
13,0.03322314261458814,0.030692574102431536,0.033379896311089396,2.6000000000000005e-08,0.03286997484974563
14,0.0323011870495975,0.0321987837087363,0.03454326675273478,2.8000000000000003e-08,0.030692574102431536
15,0.03408153378404677,0.030075595481321216,0.03005282231606543,3.0000000000000004e-08,0.030692574102431536
16,0.03228580276481807,0.03248073300346732,0.03315220936201513,3.2e-08,0.030075595481321216
17,0.03078926494345069,0.031552544329315424,0.03084461623802781,3.4e-08,0.030075595481321216
18,0.029565128032118082,0.03125369129702449,0.03146247332915664,3.6000000000000005e-08,0.030075595481321216
19,0.03348437719978392,0.030049016466364264,0.0302703611087054,3.8e-08,0.030075595481321216
20,0.03109739744104445,0.029129488160833716,0.030864730710163713,4e-08,0.030049016466364264
21,0.028492359211668372,0.027575334068387747,0.030093612615019083,4.2e-08,0.029129488160833716
22,0.030614044284448028,0.02906709141097963,0.028610945912078023,4.4000000000000004e-08,0.027575334068387747
23,0.029156459495425224,0.0274622964207083,0.028622766956686974,4.6e-08,0.027575334068387747
24,0.028228887356817722,0.026866924483329058,0.028178433421999216,4.8000000000000006e-08,0.0274622964207083
25,0.026893273927271366,0.026639462914317846,0.028469436103478074,5e-08,0.026866924483329058
26,0.026347927749156952,0.025410877540707588,0.0267783107701689,5.200000000000001e-08,0.026639462914317846
27,0.02776330430060625,0.02520760940387845,0.02673444291576743,5.4e-08,0.025410877540707588
28,0.02880757045932114,0.02528259390965104,0.026325459126383066,5.6000000000000005e-08,0.02520760940387845
29,0.026352485176175833,0.02672173222526908,0.027581961126998067,5.8e-08,0.02520760940387845
30,0.026916194474324584,0.0230528200045228,0.025371179450303316,6.000000000000001e-08,0.02520760940387845
31,0.024033418390899897,0.023725561099126935,0.02484988677315414,6.2e-08,0.0230528200045228
32,0.026024212362244725,0.023879255633801222,0.02381935832090676,6.4e-08,0.0230528200045228
33,0.026957740541547537,0.024544188054278493,0.02401055325753987,6.600000000000001e-08,0.0230528200045228
34,0.024020268581807613,0.02302064187824726,0.023891655495390296,6.8e-08,0.0230528200045228
35,0.02402644883841276,0.021066894521936774,0.020292387809604406,7e-08,0.02302064187824726
36,0.021161752520129085,0.020642222138121724,0.021912068128585815,7.200000000000001e-08,0.021066894521936774
37,0.023423126665875316,0.021036755526438355,0.022669839672744274,7.400000000000001e-08,0.020642222138121724
38,0.023256559390574694,0.020851607667282224,0.02082716510631144,7.6e-08,0.020642222138121724
39,0.022584322141483426,0.019393018446862698,0.02184329880401492,7.800000000000001e-08,0.020642222138121724
40,0.022096501663327217,0.02060749172233045,0.021543019684031606,8e-08,0.019393018446862698
41,0.021064436994493008,0.018956389045342803,0.02082446846179664,8.2e-08,0.019393018446862698
42,0.02079145610332489,0.01860001217573881,0.01982828532345593,8.4e-08,0.018956389045342803
43,0.020295183639973402,0.018558018724434078,0.01981836324557662,8.6e-08,0.01860001217573881
44,0.02056410745717585,0.01959886960685253,0.017765787662938237,8.800000000000001e-08,0.018558018724434078
45,0.019853855133987963,0.019148001447319984,0.018207011045888066,9.000000000000001e-08,0.018558018724434078
46,0.020972011145204306,0.018460987601429224,0.019082591170445085,9.2e-08,0.018558018724434078
