run,best_val_loss,_time_seconds,_time_hours,smoothness,regression_mode,activation_function
smoothnessFalse_regression_modetime_full_activation_functiongelu,0.0006478430659626,38215.0,10.615277777777777,False,time_full,gelu
smoothnessFalse_regression_modetime_last_activation_functionsilu,0.000675088725984,38439.0,10.6775,False,time_last,silu
smoothnessFalse_regression_modetime_full_activation_functionsilu,0.0006893143290653,38340.0,10.65,False,time_full,silu
smoothnessFalse_regression_modetime_last_activation_functiongelu,0.0007031705245026,38618.0,10.727222222222222,False,time_last,gelu
smoothnessTrue_regression_modetime_full_activation_functiongelu,0.0007406037693726,37974.0,10.548333333333334,True,time_full,gelu
smoothnessTrue_regression_modetime_last_activation_functiongelu,0.0007636730442754,38440.0,10.677777777777777,True,time_last,gelu
smoothnessTrue_regression_modetime_last_activation_functionsilu,0.000767874327721,38399.0,10.66638888888889,True,time_last,silu
smoothnessTrue_regression_modetime_full_activation_functionsilu,0.0007753215832053,38238.0,10.621666666666666,True,time_full,silu
